date,latitude,longitude,no2_satellite
2019-12-16,18.99,72.89,141.4918
2019-12-16,18.99,72.93,135.1832
2019-12-16,18.99,72.97,134.3054
2019-12-16,18.99,73.01,116.0891
2019-12-16,18.99,73.05,98.2831
2019-12-16,19.03,72.77,142.3195
2019-12-16,19.03,72.81,159.2099
2019-12-16,19.03,72.85,186.2344
2019-12-16,19.03,72.89,178.5084
2019-12-16,19.03,72.93,152.2352
2019-12-16,19.03,72.97,129.3263
2019-12-16,19.03,73.01,124.3019
2019-12-16,19.03,73.05,117.8648
2019-12-16,19.07,72.77,147.3249
2019-12-16,19.07,72.81,171.809
2019-12-16,19.07,72.85,191.4356
2019-12-16,19.07,72.89,196.5367
2019-12-16,19.07,72.93,158.1203
2019-12-16,19.07,72.97,151.5984
2019-12-16,19.07,73.01,130.7181
2019-12-16,19.07,73.05,113.6839
2019-12-16,19.11,72.77,139.043
2019-12-16,19.11,72.81,158.9437
2019-12-16,19.11,72.85,191.2191
2019-12-16,19.11,72.89,190.9545
2019-12-16,19.11,72.93,172.9476
2019-12-16,19.11,72.97,147.3124
2019-12-16,19.11,73.01,132.1494
2019-12-16,19.11,73.05,114.4389
2019-12-16,19.15,72.77,144.3444
2019-12-16,19.15,72.81,147.6293
2019-12-16,19.15,72.85,163.55
2019-12-16,19.15,72.89,166.0772
2019-12-16,19.15,72.93,150.8429
2019-12-16,19.15,72.97,119.7377
2019-12-16,19.15,73.01,125.1846
2019-12-16,19.15,73.05,103.7529
2019-12-16,19.19,72.77,116.0891
2019-12-16,19.19,72.81,123.4269
2019-12-16,19.19,72.85,144.6717
2019-12-16,19.19,72.89,139.4085
2019-12-16,19.19,72.93,124.0541
2019-12-16,19.19,72.97,115.4451
2019-12-16,19.19,73.01,112.4533
2019-12-16,19.19,73.05,94.1521
2019-12-16,19.23,72.77,111.5629
2019-12-16,19.23,72.81,124.3897
2019-12-16,19.23,72.85,129.5809
2019-12-16,19.23,72.89,126.5566
2019-12-16,19.23,72.93,128.904
2019-12-16,19.23,72.97,112.0365
2019-12-16,19.23,73.01,119.7422
2019-12-16,19.23,73.05,110.283
2019-12-16,19.27,72.77,101.646
2019-12-16,19.27,72.81,116.0891
2019-12-16,19.27,72.85,103.8522
2019-12-16,19.27,72.89,93.2212
2019-12-16,19.27,72.93,100.9669
2019-12-16,19.27,72.97,89.2327
2019-12-16,19.27,73.01,101.8044
2019-12-16,19.27,73.05,77.6593
2019-12-16,19.31,72.77,94.6709
2019-12-16,19.31,72.81,90.3744
2019-12-16,19.31,72.85,101.8332
2019-12-16,19.31,72.89,92.8151
2019-12-16,19.31,72.93,97.7818
2019-12-16,19.31,72.97,94.5309
2019-12-16,19.31,73.01,83.9192
2019-12-16,19.31,73.05,85.5064
2019-12-16,19.35,72.77,87.9865
2019-12-16,19.35,72.81,92.122
2019-12-16,19.35,72.85,71.5915
2019-12-16,19.35,72.89,75.4318
2019-12-16,19.35,72.93,90.4325
2019-12-16,19.35,72.97,79.8481
2019-12-16,19.35,73.01,81.6208
2019-12-16,19.35,73.05,64.4585
2019-12-17,18.87,72.77,111.7865
2019-12-17,18.87,72.81,91.1658
2019-12-17,18.87,72.85,102.9031
2019-12-17,18.87,72.89,94.4659
2019-12-17,18.87,72.93,108.0376
2019-12-17,18.87,72.97,102.3379
2019-12-17,18.87,73.01,99.1636
2019-12-17,18.87,73.05,90.4561
2019-12-17,18.91,72.77,111.3453
2019-12-17,18.91,72.81,106.4767
2019-12-17,18.91,72.85,123.3935
2019-12-17,18.91,72.89,117.1005
2019-12-17,18.91,72.93,124.9301
2019-12-17,18.91,72.97,103.3594
2019-12-17,18.91,73.01,99.5831
2019-12-17,18.91,73.05,79.0845
2019-12-17,18.95,72.77,135.5745
2019-12-17,18.95,72.81,114.9021
2019-12-17,18.95,72.85,124.4287
2019-12-17,18.95,72.89,135.6493
2019-12-17,18.95,72.93,131.1895
2019-12-17,18.95,72.97,117.1005
2019-12-17,18.95,73.01,103.6716
2019-12-17,18.95,73.05,108.0368
2019-12-17,18.99,72.77,131.6159
2019-12-17,18.99,72.81,139.4406
2019-12-17,18.99,72.85,147.0878
2019-12-17,18.99,72.89,158.4423
2019-12-17,18.99,72.93,147.8847
2019-12-17,18.99,72.97,129.8892
2019-12-17,18.99,73.01,125.95
2019-12-17,18.99,73.05,109.5754
2019-12-17,19.03,72.77,117.1005
2019-12-17,19.03,72.81,153.8708
2019-12-17,19.03,72.85,168.8464
2019-12-17,19.03,72.89,180.7822
2019-12-17,19.03,72.93,159.3896
2019-12-17,19.03,72.97,144.1746
2019-12-17,19.03,73.01,117.1005
2019-12-17,19.03,73.05,107.8866
2019-12-17,19.07,72.77,144.0218
2019-12-17,19.07,72.81,162.4927
2019-12-17,19.07,72.85,201.6076
2019-12-17,19.07,72.89,207.5394
2019-12-17,19.07,72.93,184.5896
2019-12-17,19.07,72.97,146.7997
2019-12-17,19.07,73.01,118.9949
2019-12-17,19.07,73.05,110.0599
2019-12-17,19.11,72.77,141.0051
2019-12-17,19.11,72.81,189.301
2019-12-17,19.11,72.85,174.374
2019-12-17,19.11,72.89,189.1762
2019-12-17,19.11,72.93,180.3306
2019-12-17,19.11,72.97,149.927
2019-12-17,19.11,73.01,123.3945
2019-12-17,19.11,73.05,123.3412
2019-12-17,19.15,72.77,141.5787
2019-12-17,19.15,72.81,139.8584
2019-12-17,19.15,72.85,170.8729
2019-12-17,19.15,72.89,168.6713
2019-12-17,19.15,72.93,144.3119
2019-12-17,19.15,72.97,154.6713
2019-12-17,19.15,73.01,122.489
2019-12-17,19.15,73.05,109.8433
2019-12-17,19.19,72.77,131.2976
2019-12-17,19.19,72.81,117.1005
2019-12-17,19.19,72.85,137.5823
2019-12-17,19.19,72.89,139.5521
2019-12-17,19.19,72.93,136.0735
2019-12-17,19.19,72.97,130.2076
2019-12-17,19.19,73.01,109.0031
2019-12-17,19.19,73.05,110.8949
2019-12-17,19.23,72.77,108.1731
2019-12-17,19.23,72.81,117.751
2019-12-17,19.23,72.85,116.0336
2019-12-17,19.23,72.89,112.4361
2019-12-17,19.23,72.93,123.059
2019-12-17,19.23,72.97,119.0049
2019-12-17,19.23,73.01,99.1
2019-12-17,19.23,73.05,108.0194
2019-12-17,19.27,72.77,98.5739
2019-12-17,19.27,72.81,95.1373
2019-12-17,19.27,72.85,97.9174
2019-12-17,19.27,72.89,115.3487
2019-12-17,19.27,72.93,117.1005
2019-12-17,19.27,72.97,95.1849
2019-12-17,19.27,73.01,86.5709
2019-12-17,19.27,73.05,88.2247
2019-12-17,19.31,72.77,93.079
2019-12-17,19.31,72.81,97.6462
2019-12-17,19.31,72.85,91.1451
2019-12-17,19.31,72.89,90.012
2019-12-17,19.31,72.93,107.8334
2019-12-17,19.31,72.97,93.3201
2019-12-17,19.31,73.01,91.6252
2019-12-17,19.31,73.05,90.8987
2019-12-17,19.35,72.77,86.7989
2019-12-17,19.35,72.81,80.9966
2019-12-17,19.35,72.85,77.8923
2019-12-17,19.35,72.89,117.1005
2019-12-17,19.35,72.93,117.1005
2019-12-17,19.35,72.97,87.2437
2019-12-17,19.35,73.01,81.7052
2019-12-17,19.35,73.05,78.5021
2019-12-18,18.87,72.77,87.6844
2019-12-18,18.87,72.81,84.7749
2019-12-18,18.87,72.85,108.6199
2019-12-18,18.87,72.89,113.2919
2019-12-18,18.87,72.93,103.6735
2019-12-18,18.87,72.97,86.3124
2019-12-18,18.87,73.01,91.7327
2019-12-18,18.87,73.05,80.6802
2019-12-18,18.91,72.77,103.4139
2019-12-18,18.91,72.81,102.7717
2019-12-18,18.91,72.85,114.7723
2019-12-18,18.91,72.89,120.3445
2019-12-18,18.91,72.93,114.1101
2019-12-18,18.91,72.97,102.5485
2019-12-18,18.91,73.01,101.4748
2019-12-18,18.91,73.05,81.1519
2019-12-18,18.95,72.77,123.814
2019-12-18,18.95,72.81,129.9975
2019-12-18,18.95,72.85,132.9959
2019-12-18,18.95,72.89,139.6174
2019-12-18,18.95,72.93,128.0124
2019-12-18,18.95,72.97,114.8979
2019-12-18,18.95,73.01,105.7119
2019-12-18,18.95,73.05,97.7653
2019-12-18,18.99,72.77,133.4018
2019-12-18,18.99,72.81,135.5574
2019-12-18,18.99,72.85,144.9646
2019-12-18,18.99,72.89,114.8351
2019-12-18,18.99,72.93,144.5585
2019-12-18,18.99,72.97,133.5564
2019-12-18,18.99,73.01,126.4304
2019-12-18,18.99,73.05,97.4188
2019-12-18,19.03,72.77,145.9414
2019-12-18,19.03,72.81,165.1193
2019-12-18,19.03,72.85,186.6328
2019-12-18,19.03,72.89,170.9328
2019-12-18,19.03,72.93,169.8358
2019-12-18,19.03,72.97,147.5954
2019-12-18,19.03,73.01,109.291
2019-12-18,19.03,73.05,119.2118
2019-12-18,19.07,72.77,137.7576
2019-12-18,19.07,72.81,114.8351
2019-12-18,19.07,72.85,199.619
2019-12-18,19.07,72.89,206.0518
2019-12-18,19.07,72.93,159.749
2019-12-18,19.07,72.97,152.0466
2019-12-18,19.07,73.01,130.7722
2019-12-18,19.07,73.05,120.9569
2019-12-18,19.11,72.77,140.5757
2019-12-18,19.11,72.81,166.7454
2019-12-18,19.11,72.85,193.6686
2019-12-18,19.11,72.89,196.5654
2019-12-18,19.11,72.93,172.6606
2019-12-18,19.11,72.97,142.1333
2019-12-18,19.11,73.01,130.2371
2019-12-18,19.11,73.05,92.5939
2019-12-18,19.15,72.77,153.7347
2019-12-18,19.15,72.81,160.3399
2019-12-18,19.15,72.85,175.0498
2019-12-18,19.15,72.89,173.5714
2019-12-18,19.15,72.93,156.9203
2019-12-18,19.15,72.97,115.2119
2019-12-18,19.15,73.01,129.3566
2019-12-18,19.15,73.05,117.5576
2019-12-18,19.19,72.77,116.7693
2019-12-18,19.19,72.81,139.5368
2019-12-18,19.19,72.85,142.8287
2019-12-18,19.19,72.89,137.0707
2019-12-18,19.19,72.93,136.7404
2019-12-18,19.19,72.97,134.698
2019-12-18,19.19,73.01,108.4789
2019-12-18,19.19,73.05,98.4036
2019-12-18,19.23,72.77,114.6001
2019-12-18,19.23,72.81,115.1049
2019-12-18,19.23,72.85,112.8298
2019-12-18,19.23,72.89,129.8108
2019-12-18,19.23,72.93,121.1791
2019-12-18,19.23,72.97,96.2241
2019-12-18,19.23,73.01,110.8419
2019-12-18,19.23,73.05,102.5139
2019-12-18,19.27,72.77,102.9519
2019-12-18,19.27,72.81,103.0669
2019-12-18,19.27,72.85,104.6954
2019-12-18,19.27,72.89,112.377
2019-12-18,19.27,72.93,94.4986
2019-12-18,19.27,72.97,104.5145
2019-12-18,19.27,73.01,101.2202
2019-12-18,19.27,73.05,98.2662
2019-12-18,19.31,72.77,86.3109
2019-12-18,19.31,72.81,90.5125
2019-12-18,19.31,72.85,100.8769
2019-12-18,19.31,72.89,90.3552
2019-12-18,19.31,72.93,84.1462
2019-12-18,19.31,72.97,90.5232
2019-12-18,19.31,73.01,102.8802
2019-12-18,19.31,73.05,85.0955
2019-12-18,19.35,72.77,70.1337
2019-12-18,19.35,72.81,88.0225
2019-12-18,19.35,72.85,85.3718
2019-12-18,19.35,72.89,78.962
2019-12-18,19.35,72.93,82.2766
2019-12-18,19.35,72.97,96.5022
2019-12-18,19.35,73.01,74.2092
2019-12-18,19.35,73.05,92.3613
2019-12-19,18.87,72.77,96.5499
2019-12-19,18.87,72.81,96.996
2019-12-19,18.87,72.85,99.3538
2019-12-19,18.87,72.89,99.8427
2019-12-19,18.87,72.93,112.5654
2019-12-19,18.87,72.97,80.2999
2019-12-19,18.87,73.01,89.3684
2019-12-19,18.87,73.05,85.6895
2019-12-19,18.91,72.77,111.6807
2019-12-19,18.91,72.81,111.1957
2019-12-19,18.91,72.85,114.7928
2019-12-19,18.91,72.89,128.097
2019-12-19,18.91,72.93,112.1166
2019-12-19,18.91,72.97,103.1466
2019-12-19,18.91,73.01,100.711
2019-12-19,18.91,73.05,94.8742
2019-12-19,18.95,72.77,136.1562
2019-12-19,18.95,72.81,115.391
2019-12-19,18.95,72.85,139.5356
2019-12-19,18.95,72.89,133.9633
2019-12-19,18.95,72.93,118.7284
2019-12-19,18.95,72.97,121.2487
2019-12-19,18.95,73.01,97.4516
2019-12-19,18.95,73.05,104.7948
2019-12-19,18.99,72.77,136.7748
2019-12-19,18.99,72.81,159.3174
2019-12-19,18.99,72.85,143.9791
2019-12-19,18.99,72.89,151.7613
2019-12-19,18.99,72.93,142.2278
2019-12-19,18.99,72.97,126.2512
2019-12-19,18.99,73.01,111.614
2019-12-19,18.99,73.05,105.9129
2019-12-19,19.03,72.77,143.8007
2019-12-19,19.03,72.81,157.4263
2019-12-19,19.03,72.85,179.7305
2019-12-19,19.03,72.89,176.682
2019-12-19,19.03,72.93,153.7895
2019-12-19,19.03,72.97,149.522
2019-12-19,19.03,73.01,132.1544
2019-12-19,19.03,73.05,110.9426
2019-12-19,19.07,72.77,131.6075
2019-12-19,19.07,72.81,161.7529
2019-12-19,19.07,72.85,212.5801
2019-12-19,19.07,72.89,217.3036
2019-12-19,19.07,72.93,182.1403
2019-12-19,19.07,72.97,143.5044
2019-12-19,19.07,73.01,136.2401
2019-12-19,19.07,73.05,119.8781
2019-12-19,19.11,72.77,152.4823
2019-12-19,19.11,72.81,168.5268
2019-12-19,19.11,72.85,191.8179
2019-12-19,19.11,72.89,179.5135
2019-12-19,19.11,72.93,188.3558
2019-12-19,19.11,72.97,135.0962
2019-12-19,19.11,73.01,124.7072
2019-12-19,19.11,73.05,131.2575
2019-12-19,19.15,72.77,134.9576
2019-12-19,19.15,72.81,151.0721
2019-12-19,19.15,72.85,163.298
2019-12-19,19.15,72.89,164.4779
2019-12-19,19.15,72.93,143.9567
2019-12-19,19.15,72.97,142.1971
2019-12-19,19.15,73.01,127.1434
2019-12-19,19.15,73.05,109.0005
2019-12-19,19.19,72.77,128.293
2019-12-19,19.19,72.81,127.7109
2019-12-19,19.19,72.85,152.4087
2019-12-19,19.19,72.89,162.6965
2019-12-19,19.19,72.93,130.635
2019-12-19,19.19,72.97,125.0586
2019-12-19,19.19,73.01,105.5678
2019-12-19,19.19,73.05,109.5237
2019-12-19,19.23,72.77,108.6911
2019-12-19,19.23,72.81,114.924
2019-12-19,19.23,72.85,114.7928
2019-12-19,19.23,72.89,123.8761
2019-12-19,19.23,72.93,112.098
2019-12-19,19.23,72.97,96.1231
2019-12-19,19.23,73.01,101.7946
2019-12-19,19.23,73.05,85.3849
2019-12-19,19.27,72.77,108.0995
2019-12-19,19.27,72.81,103.8418
2019-12-19,19.27,72.85,103.5744
2019-12-19,19.27,72.89,101.4853
2019-12-19,19.27,72.93,107.4076
2019-12-19,19.27,72.97,99.1128
2019-12-19,19.27,73.01,102.87
2019-12-19,19.27,73.05,89.1476
2019-12-19,19.31,72.77,98.5527
2019-12-19,19.31,72.81,90.8699
2019-12-19,19.31,72.85,98.2011
2019-12-19,19.31,72.89,86.4266
2019-12-19,19.31,72.93,93.9567
2019-12-19,19.31,72.97,104.692
2019-12-19,19.31,73.01,79.1904
2019-12-19,19.31,73.05,88.8929
2019-12-19,19.35,72.77,97.4013
2019-12-19,19.35,72.81,81.1271
2019-12-19,19.35,72.85,84.8223
2019-12-19,19.35,72.89,81.8316
2019-12-19,19.35,72.93,92.7325
2019-12-19,19.35,72.97,91.5539
2019-12-19,19.35,73.01,92.3909
2019-12-19,19.35,73.05,92.9563
2019-12-20,18.87,72.77,86.2223
2019-12-20,18.87,72.81,106.7509
2019-12-20,18.87,72.85,112.7464
2019-12-20,18.87,72.89,111.1894
2019-12-20,18.87,72.93,93.3565
2019-12-20,18.87,72.97,103.0524
2019-12-20,18.87,73.01,98.8916
2019-12-20,18.87,73.05,85.1711
2019-12-20,18.91,72.77,108.6898
2019-12-20,18.91,72.81,94.8668
2019-12-20,18.91,72.85,118.6592
2019-12-20,18.91,72.89,113.821
2019-12-20,18.91,72.93,112.5045
2019-12-20,18.91,72.97,106.3448
2019-12-20,18.91,73.01,99.4032
2019-12-20,18.91,73.05,84.7265
2019-12-20,18.95,72.77,114.2732
2019-12-20,18.95,72.81,130.0952
2019-12-20,18.95,72.85,140.7946
2019-12-20,18.95,72.89,124.2883
2019-12-20,18.95,72.93,128.7956
2019-12-20,18.95,72.97,118.7948
2019-12-20,18.95,73.01,118.8866
2019-12-20,18.95,73.05,100.1439
2019-12-20,18.99,72.77,143.7336
2019-12-20,18.99,72.81,115.4959
2019-12-20,18.99,72.85,149.498
2019-12-20,18.99,72.89,115.4959
2019-12-20,18.99,72.93,149.145
2019-12-20,18.99,72.97,142.7454
2019-12-20,18.99,73.01,115.3496
2019-12-20,18.99,73.05,105.5091
2019-12-20,19.03,72.77,115.4959
2019-12-20,19.03,72.81,156.5826
2019-12-20,19.03,72.85,182.6621
2019-12-20,19.03,72.89,174.207
2019-12-20,19.03,72.93,155.4148
2019-12-20,19.03,72.97,153.7952
2019-12-20,19.03,73.01,121.7179
2019-12-20,19.03,73.05,115.4959
2019-12-20,19.07,72.77,140.2939
2019-12-20,19.07,72.81,165.8779
2019-12-20,19.07,72.85,115.4959
2019-12-20,19.07,72.89,215.6518
2019-12-20,19.07,72.93,167.2286
2019-12-20,19.07,72.97,156.1827
2019-12-20,19.07,73.01,145.12
2019-12-20,19.07,73.05,113.7282
2019-12-20,19.11,72.77,149.6673
2019-12-20,19.11,72.81,169.7859
2019-12-20,19.11,72.85,198.096
2019-12-20,19.11,72.89,186.1931
2019-12-20,19.11,72.93,164.1764
2019-12-20,19.11,72.97,142.685
2019-12-20,19.11,73.01,122.0231
2019-12-20,19.11,73.05,107.077
2019-12-20,19.15,72.77,136.7123
2019-12-20,19.15,72.81,149.7789
2019-12-20,19.15,72.85,166.751
2019-12-20,19.15,72.89,178.6446
2019-12-20,19.15,72.93,147.6207
2019-12-20,19.15,72.97,140.2701
2019-12-20,19.15,73.01,122.955
2019-12-20,19.15,73.05,124.8796
2019-12-20,19.19,72.77,124.4781
2019-12-20,19.19,72.81,138.0121
2019-12-20,19.19,72.85,132.8004
2019-12-20,19.19,72.89,134.0145
2019-12-20,19.19,72.93,147.4719
2019-12-20,19.19,72.97,129.6013
2019-12-20,19.19,73.01,117.7706
2019-12-20,19.19,73.05,103.8187
2019-12-20,19.23,72.77,113.1368
2019-12-20,19.23,72.81,117.5968
2019-12-20,19.23,72.85,126.922
2019-12-20,19.23,72.89,115.4959
2019-12-20,19.23,72.93,118.0178
2019-12-20,19.23,72.97,123.3685
2019-12-20,19.23,73.01,108.8847
2019-12-20,19.23,73.05,90.8777
2019-12-20,19.27,72.77,98.5762
2019-12-20,19.27,72.81,101.6105
2019-12-20,19.27,72.85,104.3796
2019-12-20,19.27,72.89,100.41
2019-12-20,19.27,72.93,109.6122
2019-12-20,19.27,72.97,108.4324
2019-12-20,19.27,73.01,114.2644
2019-12-20,19.27,73.05,95.0693
2019-12-20,19.31,72.77,82.6893
2019-12-20,19.31,72.81,88.2437
2019-12-20,19.31,72.85,86.8577
2019-12-20,19.31,72.89,101.7103
2019-12-20,19.31,72.93,101.2018
2019-12-20,19.31,72.97,101.8556
2019-12-20,19.31,73.01,86.1084
2019-12-20,19.31,73.05,87.4895
2019-12-20,19.35,72.77,91.2668
2019-12-20,19.35,72.81,97.29
2019-12-20,19.35,72.85,96.123
2019-12-20,19.35,72.89,92.5141
2019-12-20,19.35,72.93,93.1728
2019-12-20,19.35,72.97,69.1618
2019-12-20,19.35,73.01,88.8533
2019-12-20,19.35,73.05,80.4106
2019-12-21,18.87,72.77,93.9745
2019-12-21,18.87,72.81,100.6413
2019-12-21,18.87,72.85,103.5398
2019-12-21,18.87,72.89,86.9933
2019-12-21,18.87,72.93,89.2724
2019-12-21,18.87,72.97,88.3896
2019-12-21,18.87,73.01,106.1527
2019-12-21,18.87,73.05,80.0267
2019-12-21,18.91,72.77,107.2822
2019-12-21,18.91,72.81,114.142
2019-12-21,18.91,72.85,117.0036
2019-12-21,18.91,72.89,112.5941
2019-12-21,18.91,72.93,119.1017
2019-12-21,18.91,72.97,109.1385
2019-12-21,18.91,73.01,98.3523
2019-12-21,18.91,73.05,98.7623
2019-12-21,18.95,72.77,131.6518
2019-12-21,18.95,72.81,115.5386
2019-12-21,18.95,72.85,128.7309
2019-12-21,18.95,72.89,132.3814
2019-12-21,18.95,72.93,126.4974
2019-12-21,18.95,72.97,123.9081
2019-12-21,18.95,73.01,103.727
2019-12-21,18.95,73.05,100.0555
2019-12-21,18.99,72.77,121.7415
2019-12-21,18.99,72.81,143.6214
2019-12-21,18.99,72.85,152.561
2019-12-21,18.99,72.89,149.2125
2019-12-21,18.99,72.93,136.2907
2019-12-21,18.99,72.97,122.6397
2019-12-21,18.99,73.01,112.1553
2019-12-21,18.99,73.05,105.9006
2019-12-21,19.03,72.77,138.0723
2019-12-21,19.03,72.81,164.026
2019-12-21,19.03,72.85,183.1104
2019-12-21,19.03,72.89,167.9996
2019-12-21,19.03,72.93,160.2039
2019-12-21,19.03,72.97,141.0303
2019-12-21,19.03,73.01,117.0036
2019-12-21,19.03,73.05,110.6355
2019-12-21,19.07,72.77,146.2048
2019-12-21,19.07,72.81,188.5293
2019-12-21,19.07,72.85,211.7218
2019-12-21,19.07,72.89,207.2195
2019-12-21,19.07,72.93,172.0457
2019-12-21,19.07,72.97,138.7562
2019-12-21,19.07,73.01,125.1817
2019-12-21,19.07,73.05,110.0719
2019-12-21,19.11,72.77,160.5897
2019-12-21,19.11,72.81,157.7103
2019-12-21,19.11,72.85,189.0697
2019-12-21,19.11,72.89,195.8873
2019-12-21,19.11,72.93,171.0551
2019-12-21,19.11,72.97,145.5156
2019-12-21,19.11,73.01,122.8266
2019-12-21,19.11,73.05,117.9512
2019-12-21,19.15,72.77,136.3656
2019-12-21,19.15,72.81,165.9326
2019-12-21,19.15,72.85,164.2147
2019-12-21,19.15,72.89,178.3881
2019-12-21,19.15,72.93,154.9335
2019-12-21,19.15,72.97,134.5204
2019-12-21,19.15,73.01,119.1512
2019-12-21,19.15,73.05,94.1954
2019-12-21,19.19,72.77,124.9395
2019-12-21,19.19,72.81,128.7616
2019-12-21,19.19,72.85,134.0276
2019-12-21,19.19,72.89,148.0365
2019-12-21,19.19,72.93,138.1061
2019-12-21,19.19,72.97,117.9106
2019-12-21,19.19,73.01,119.5091
2019-12-21,19.19,73.05,102.6422
2019-12-21,19.23,72.77,116.0511
2019-12-21,19.23,72.81,122.952
2019-12-21,19.23,72.85,117.7328
2019-12-21,19.23,72.89,137.9323
2019-12-21,19.23,72.93,114.3161
2019-12-21,19.23,72.97,116.6269
2019-12-21,19.23,73.01,99.758
2019-12-21,19.23,73.05,96.3548
2019-12-21,19.27,72.77,117.0036
2019-12-21,19.27,72.81,112.7738
2019-12-21,19.27,72.85,109.791
2019-12-21,19.27,72.89,113.612
2019-12-21,19.27,72.93,106.871
2019-12-21,19.27,72.97,110.9263
2019-12-21,19.27,73.01,100.8068
2019-12-21,19.27,73.05,93.1199
2019-12-21,19.31,72.77,95.8906
2019-12-21,19.31,72.81,84.8443
2019-12-21,19.31,72.85,89.0072
2019-12-21,19.31,72.89,83.7121
2019-12-21,19.31,72.93,97.5089
2019-12-21,19.31,72.97,93.0863
2019-12-21,19.31,73.01,97.2371
2019-12-21,19.31,73.05,66.9585
2019-12-21,19.35,72.77,85.142
2019-12-21,19.35,72.81,77.26
2019-12-21,19.35,72.85,117.0036
2019-12-21,19.35,72.89,93.1235
2019-12-21,19.35,72.93,73.6026
2019-12-21,19.35,72.97,79.6541
2019-12-21,19.35,73.01,73.9303
2019-12-21,19.35,73.05,83.4865
2019-12-22,18.87,72.77,97.2605
2019-12-22,18.87,72.81,92.8525
2019-12-22,18.87,72.85,113.6047
2019-12-22,18.87,72.89,113.8403
2019-12-22,18.87,72.93,92.1868
2019-12-22,18.87,72.97,105.8522
2019-12-22,18.87,73.01,87.506
2019-12-22,18.87,73.05,91.9976
2019-12-22,18.91,72.77,99.0589
2019-12-22,18.91,72.81,104.3684
2019-12-22,18.91,72.85,117.4842
2019-12-22,18.91,72.89,122.5801
2019-12-22,18.91,72.93,98.3987
2019-12-22,18.91,72.97,110.8513
2019-12-22,18.91,73.01,103.269
2019-12-22,18.91,73.05,102.5259
2019-12-22,18.95,72.77,112.6796
2019-12-22,18.95,72.81,134.8986
2019-12-22,18.95,72.85,138.9581
2019-12-22,18.95,72.89,128.1198
2019-12-22,18.95,72.93,131.246
2019-12-22,18.95,72.97,111.2485
2019-12-22,18.95,73.01,107.907
2019-12-22,18.95,73.05,96.3327
2019-12-22,18.99,72.77,123.2472
2019-12-22,18.99,72.81,147.4944
2019-12-22,18.99,72.85,148.3284
2019-12-22,18.99,72.89,160.8143
2019-12-22,18.99,72.93,134.9143
2019-12-22,18.99,72.97,138.828
2019-12-22,18.99,73.01,118.7467
2019-12-22,18.99,73.05,109.0675
2019-12-22,19.03,72.77,136.8484
2019-12-22,19.03,72.81,161.4014
2019-12-22,19.03,72.85,179.2701
2019-12-22,19.03,72.89,181.101
2019-12-22,19.03,72.93,165.9134
2019-12-22,19.03,72.97,145.8831
2019-12-22,19.03,73.01,136.604
2019-12-22,19.03,73.05,103.45
2019-12-22,19.07,72.77,137.9541
2019-12-22,19.07,72.81,117.4842
2019-12-22,19.07,72.85,212.5219
2019-12-22,19.07,72.89,205.1641
2019-12-22,19.07,72.93,185.4851
2019-12-22,19.07,72.97,163.314
2019-12-22,19.07,73.01,147.8923
2019-12-22,19.07,73.05,126.3611
2019-12-22,19.11,72.77,146.1136
2019-12-22,19.11,72.81,178.4654
2019-12-22,19.11,72.85,192.8833
2019-12-22,19.11,72.89,182.4455
2019-12-22,19.11,72.93,156.9858
2019-12-22,19.11,72.97,134.9289
2019-12-22,19.11,73.01,134.48
2019-12-22,19.11,73.05,124.4952
2019-12-22,19.15,72.77,141.1732
2019-12-22,19.15,72.81,155.8706
2019-12-22,19.15,72.85,166.9418
2019-12-22,19.15,72.89,172.1282
2019-12-22,19.15,72.93,155.3783
2019-12-22,19.15,72.97,138.052
2019-12-22,19.15,73.01,126.1675
2019-12-22,19.15,73.05,99.5626
2019-12-22,19.19,72.77,125.4509
2019-12-22,19.19,72.81,131.5322
2019-12-22,19.19,72.85,149.2005
2019-12-22,19.19,72.89,134.5613
2019-12-22,19.19,72.93,134.8827
2019-12-22,19.19,72.97,119.5231
2019-12-22,19.19,73.01,117.2029
2019-12-22,19.19,73.05,117.4842
2019-12-22,19.23,72.77,102.293
2019-12-22,19.23,72.81,124.2176
2019-12-22,19.23,72.85,117.4842
2019-12-22,19.23,72.89,125.1034
2019-12-22,19.23,72.93,105.0805
2019-12-22,19.23,72.97,105.6918
2019-12-22,19.23,73.01,97.3152
2019-12-22,19.23,73.05,85.3604
2019-12-22,19.27,72.77,104.9527
2019-12-22,19.27,72.81,110.3848
2019-12-22,19.27,72.85,100.6885
2019-12-22,19.27,72.89,113.1616
2019-12-22,19.27,72.93,106.2821
2019-12-22,19.27,72.97,105.1844
2019-12-22,19.27,73.01,117.4842
2019-12-22,19.27,73.05,99.4509
2019-12-22,19.31,72.77,95.6432
2019-12-22,19.31,72.81,102.6537
2019-12-22,19.31,72.85,107.2183
2019-12-22,19.31,72.89,106.4205
2019-12-22,19.31,72.93,89.5037
2019-12-22,19.31,72.97,84.9878
2019-12-22,19.31,73.01,93.3317
2019-12-22,19.31,73.05,92.8001
2019-12-22,19.35,72.77,117.4842
2019-12-22,19.35,72.81,86.0841
2019-12-22,19.35,72.85,95.3986
2019-12-22,19.35,72.89,81.2353
2019-12-22,19.35,72.93,88.5505
2019-12-22,19.35,72.97,88.4053
2019-12-22,19.35,73.01,71.0764
2019-12-22,19.35,73.05,85.5995
2019-12-23,18.87,72.77,104.3771
